id,name,current_url,proposed_url,verdict,evidence
59997,Hana Bank,https://www.kebhana.com/easyone_index_en.html#,https://www.hanafn.com/en/ir/info/presentationsList.do,found,"Hana Financial Group IR events: April 24, 2026 - Live Video Web Conference Call for 1Q results; July 24, 2026 for 2Q results"
59633,InRetail Shopping Malls,https://www.inretail.pe/es/inversionistas/calendario-de-eventos,https://www.inretail.pe/inversionistas/calendario-de-eventos,found,Confirmed calendar: JPM GEM Corp Conf March 4 2026; Q1'26 Results May 11 2026; Itau Latam CEO Conf May 13-14 2026; Q2'26 Results Aug 14 2026
63409,Isbank,https://www.isbank.com.tr/en/about-us/calendar-of-events,https://www.isbank.com.tr/en/about-us/calendar-of-events,found,Calendar confirmed: WOOD Winter Wonderland EMEA Conf Dec 2 2025; 3Q 2025 Bank-Only Financial Results Audio Webcast Oct 31 2025; extensive archive back to 2021
59987,KazMunayGas,https://www.kmg.kz/en/investors/investor_calendar/,https://www.kmg.kz/en/investors/investor_calendar/,found,Calendar confirmed with 2026 dates: FY 2025 results March 26 2026; Q1 2026 results May 29 2026; H1 2026 Aug 24-28 2026; 9M 2026 Nov 23-30 2026
60081,Komercni Banka,https://www.kb.cz/cs/o-bance/pro-investory/financni-kalendar,https://www.kb.cz/en/about-bank/for-investors/financial-calendar,found,Calendar confirmed: FY 2025 results 2/6/2026; Ordinary General Meeting 4/23/2026; Q1 2026 4/30/2026; dividend payment 5/25/2026; H1 2026 7/30/2026; Q3 2026 10/29/2026
2785,LR Health & Beauty,https://ir.lrworld.com/de/finanzkalender/,https://ir.lrworld.com/en/financial-calendar/,found,Confirmed forward calendar: Nov 2026 Q3 quarterly reports; Feb 2027 year-end reports; Apr 2027 annual reports; May 2027 Q1; Aug 2027 H1
60604,Meituan,https://www.meituan.com/investor-relations,https://www.meituan.com/en-US/investor/calendar,found,Verified event calendar with upcoming dates: Q2 2026 results Aug 28 2026; Q1 2026 results June 1 2026; Q4/FY2025 March 26 2026
1278,Nexi (Payments),https://www.nexigroup.com/content/dam/corp/downloads/investors/financial-press-releases/2026/2026-01-21-pr-cs-2026-financial-calendar-calendario-finanziario.pdf,https://www.nexigroup.com/en/investor-relations/financial-calendar/,found,Dedicated financial calendar page confirmed with upcoming event: 9M26 Results Presentation conference call Thursday 5 November 2026 (Bernardo Mingrone CEO Piergiorgio Pedron CFO)
54772,Nimlas,https://www.nimlasgroup.com/reports-presentations,https://www.nimlasgroup.com/investor,found,Investor page confirmed upcoming: 26 November 2026 Nimlas AB Interim report Q3 2026; recent Q2 2026 (27 Aug) and Q1 2026 (29 May) published on quarterly cycle
61084,Norddeutsche Landesbank,https://www.bremer-landesbank.de/,https://www.nordlb.com/nordlb/investor-relations/calendar-newsletter,found,Dedicated Calendar & Newsletter page confirmed upcoming: 17 March 2027 Publication of financial figures as of 31 December 2026
61350,OTP Bank,https://www.otpbank.hu/portal/hu/ir-penzugyi-naptar,https://www.otpgroup.info/investor-relations/events/financial-calendar,found,"OTP Group financial calendar lists 15 May 2026 (1Q results), 5 Aug 2026 (H1), 30 Oct 2026 (1H IFRS), 11 Nov 2026 (3Q)"
61352,OTP Mortgage Bank,https://www.otpbank.hu/portal/hu/ir/kozlemenyek/2026,https://www.otpgroup.info/investor-relations/events/financial-calendar,found,"OTP Mortgage Bank reports under OTP Group; group financial calendar lists 15 May 2026 (1Q results), 5 Aug 2026 (H1), 30 Oct 2026, 11 Nov 2026 (3Q)"
2120,Pitney Bowes,https://www.investorrelations.pitneybowes.com/events-and-presentations/upcoming-events,https://www.investorrelations.pitneybowes.com/events-and-presentations/upcoming-events,found,Upcoming Events page confirmed; Q2 2026 earnings scheduled Jul 29 2026 (call Jul 30 8am ET); Q1 2026 was May 5 2026 per company releases
61594,PKO Bank Polski,https://www.pkobp.pl/en/investor-relations/calendar?srsltid=AfmBOopSmOLUx8nlUdlij9PReFE9p41p4t8I6GosCSMe02bzpR7vrFC7,https://www.pkobp.pl/en/investor-relations/calendar/,found,"Investor's Calendar lists Aug-Dec 2026 events including 5 Nov 2026 3Q results, Sep 7-8 Peako conference Warsaw, Sep 21 Baader Munich, plus multiple IR conferences"
854,Public Power Corporation,https://www.ppcgroup.com/el/ependytikes-sxeseis/oikonomiko-imerologio/,https://www.ppcgroup.com/en/investor-relations/financial-calendar/,found,PPC Group Financial Calendar page (English) lists FY2025 results announcement 19 March 2026 and AGM 22 June 2026
862,Renault,https://www.renaultgroup.com/finance/agenda-et-contacts,https://www.renaultgroup.com/en/finance/calendar-contacts/,found,Strategic plan FutuREady March 10 2026; Conference H1 2026 Results July 30 2026
62218,Saint-Gobain,https://www.saint-gobain.com/en/finance/financial-results,https://www.saint-gobain.com/en/finance/events-and-financial-results/calendar,found,Search confirms H1 2026 results July 30 2026; Q3 2026 results Oct 27 2026; AGM June 4 2026 at Salle Pleyel Paris
68054,Sammaan Capital,https://www.sammaancapital.com/financial-reports,https://www.sammaancapital.com/schedules-of-investors-analyst-meets,found,Jan 31 2026 Q3 conference call; May 17 2026 FY-end conference call — both listed with downloadable intimation documents
62255,Santander,https://www.santander.com/en/shareholders-and-investors/financial-and-economic-information#relevant-information,https://www.santander.com/en/shareholders-and-investors/corporate-events/agenda,found,Oct 13 2026 Start of Blackout 9M'26; Oct 27 2026 End of Blackout; Oct 28 2026 9M'26 Earnings Presentation
1001,Sappi,https://www.sappi.com/en-jp/investors/next-event,https://www.sappi.com/investor-calendar,found,Q3 FY26 results Aug 6 2026; FY26 year-end Sept 30 2026; Q4/full FY26 results Nov 6 2026; 2026 Annual Integrated Report Dec 2026
874,Schaeffler,https://www.schaeffler.com/en/investor-relations/events-publications/financial-calendar/,https://www.schaeffler.com/en/investor-relations/events-publications/financial-calendar/,found,H1 Results 2026 Aug 5 2026; 9M Results 2026 Nov 3 2026; AGM 2026 April 23 2026 — confirmed via search
885,Sisecam,https://www.sisecam.com/tr/yatirimci-takvimi,https://www.sisecam.com/en/investor-relations/investor-calendar,found,Full 2026 calendar populated: 14 Aug H1 results; 17 Aug H1 webcast; 15-17 Sept JP Morgan EM conference London; Q1 results 7 May; FY25 results 16 Feb
62666,Societe Generale,https://investors.societegenerale.com/fr,https://investors.societegenerale.com/en,found,Sept 21 2026 Capital Markets Day London; Oct 5 2026 ex-dividend interim; Oct 7 2026 interim dividend payment; Oct 29 2026 Q3/9M 2026 results; Feb 4 2027 Q4/FY 2026 results
2285,Southwestern Energy,https://investors.expandenergy.com/events-presentations,https://investors.expandenergy.com/events-presentations,found,Search confirmed events at this URL: Q1 2026 earnings Apr 29 2026; Annual Meeting Jun 4 2026; Q2 2026 earnings Jul 29 2026. Company rebranded Southwestern -> Expand Energy.
63283,Totalenergies,https://totalenergies.com/news/calendar,https://totalenergies.com/news/calendar,found,Verified: 2026 Investor Day Sep 28; Q3 Results Oct 29; Q4/FY Feb 10 2027; Sustainability Workshop Mar 25 2027; Q1 2027 Apr 23; AGM May 21; Q2/H1 Jul 23; plus 2027 Investor Day and Q3.
63664,Vestas,https://www.vestas.com/en/investor,https://www.vestas.com/en/investor/Calendar-Events,found,Full 2026 financial calendar with 7 dated events: 05 Feb 2026 Annual Report 2025; 06 May 2026 Q1; 12 Aug 2026 Q2; 11 Nov 2026 Q3; plus AGM and roadshow schedule
63722,Vista Energy,https://www.vistaenergy.com/inversionistas,https://www.vistaenergy.com/en/investors,found,English investor page lists Sep 2026 conferences (Citi GEMS 8 Sep; UBS EM 9 Sep; Morgan Stanley LatAm 14 Sep; JP Morgan 16 Sep; PEP Energy 29 Sep) and Q2 2026 earnings webcast Jul 17 2026
63942,Woori Bank,https://eng.wooribank.com/,https://www.woorifg.com/eng/investor/ir/earnings-announcement/list.do,found,Woori FG business results calendar lists FY2025 results 6 Feb 2026; Q1 2026 24 Apr 2026; H1 2026 24 Jul 2026; Q3 2026 23 Oct 2026 (all 16:00 KST)
64190,Zorlu Enerji,https://yatirimciiliskileri.zorluenerji.com.tr/en/financal-reports/investor-relations-calendar,https://yatirimciiliskileri.zorluenerji.com.tr/en/financal-reports/investor-relations-calendar,found,IR calendar page confirmed with future CMB filing deadlines: Q1 2026 11 May 2026; H1 2026 19 Aug 2026; 9M 2026 9 Nov 2026; FY 12 Mar 2027
55567,Abu Dhabi Commercial Bank,https://www.adcb.com/en/about-us/investor-relations/financial-calendar/,https://www.adcb.com/en/about-us/investor-relations/financial-calendar/,found-tentative,ADCB Financial Calendar page (403 for bot fetch but confirmed via search as active IR calendar page)
55571,Abu Dhabi National Energy,https://www.taqa.com/announcements/?cat_id=133&csrt=1157673590154016641,https://www.taqa.com/investors-company-announcements/,found-tentative,TAQA IR app confirms IR calendar events; Q1 2026 net income AED 7.5 bn Feb 23 2026 (Cloudflare-gated for bot fetch)
55657,Aenza,https://investorrelations.aenza.com.pe/reportes/estados-financieros/consolidados,https://investorrelations.aenza.com.pe/,found-tentative,IR site exists at investorrelations.aenza.com.pe but no dedicated financial-calendar section surfaced in search
59027,Aeromexico,https://ir.aeromexico.com/news-events/events-and-presentations,https://ir.aeromexico.com/news-events/events-and-presentations,found-tentative,Q1 2026 conference call/webcast Wed April 22 2026 10:30 am Mexico City Time; Q4 2025 call Feb 17 2026
55779,Aldar Properties,https://www.aldar.com/en/investors/financial-calendar,https://aldar.com/investors,found-tentative,"Aldar IR hub offers Financial Calendar, Debt Investor Presentations, Analyst Coverage - old financial-calendar path 403s"
55804,Alinma Bank,https://ir.alinma.com/en/investor-relations/ir-calendar/,https://alinma-bank.eurolandir.com/en/investor-relations/,found-tentative,IR Calendar page exists on ir.alinma.com but content appears sparse; euroland mirror lists announcements
592,Almirall,https://www.almirall.com/investors/calendar,https://www.almirall.com/investors,found-tentative,"Full-year results in Feb, first-half update late Jul, nine-month figures late Oct - calendar path exists"
11740,Alstria Office AG,https://alstria.eu/landingpage,https://www.alstria.com/investors/financial-calendar,found-tentative,Financial calendar page on alstria.com; company delisted 2022 but still reports as bond issuer (9M25 revenue EUR146.2m)
2501,AMC Networks,https://investors.amcnetworks.com/events-and-presentations,https://investors.amcnetworks.com/events-and-presentations,found-tentative,Q2 2025 Earnings Call Aug 8 2025 | Q1 2025 Earnings Call May 9 2025 - IR site has events/presentations page
7638,Applus+,https://www.amberjvco.com/en/,https://historicalrecords.applus.com/en/relevant-events,found-tentative,Applus+ delisted 2024 (Apollo/TDR/Amber JVCo); historical records site retains relevant events and financial reports
56307,Banca Transilvania,https://www.bancatransilvania.ro/relatii-investitori/calendar-de-comunicare-financiara?_gl=1*g1x5st*_gcl_au*MTE2MTcwMzExOC4xNzg1MjA1NzIz,https://en.bancatransilvania.ro/en/investor-relations,found-tentative,Search results confirm 2026 calendar exists (Q1 May 22/26; H1 Aug 21/24; Q3 Nov 20/23) but direct fetch of calendar URL returned 403/404 - IR landing page loads
56334,Banco De Chile,https://sitiospublicos.bancochile.cl/nuestro-banco/en/investor-relations/calendar,https://ww3.bancochile.cl/wps/wcm/connect/Investor-Relations/Portal/News/Upcoming-Events,found-tentative,Upcoming Events URL identified in search results; direct fetch returned only template placeholders (page requires JS render) but page structure exists
56384,Bangkok Bank,https://www.bangkokbank.com/en/Investor-Relations/event-calendar,https://www.bangkokbank.com/en/Investor-Relations/event-calendar,found-tentative,Official IR event-calendar URL confirmed via search; direct fetch timed out repeatedly (60s) but URL is legitimate Bangkok Bank IR page
56429,Bank Of Montreal,https://www.bmo.com/main/about-bmo/investor-relations/presentations-events,https://www.bmo.com/main/about-bmo/investor-relations/presentations-events,found-tentative,Direct fetches of BMO IR pages timed out (60s) repeatedly; URL is legitimate major Canadian bank IR events page - manual verification needed
56742,BPCE Group,https://www.groupebpce.com/,https://newsroom-en.groupebpce.fr/financial-results.html,found-tentative,Newsroom lists Q1 2026 results (May 5 2026) and Q2/H1 2026 results (Aug 4 2026); no dedicated calendar page but next results announcement dates are inferable from quarterly cadence
56764,Braskem Idesa,https://inversionistasbraskemidesa.com.mx/,https://inversionistasbraskemidesa.com.mx/indexen.html,found-tentative,Page has UPCOMING EVENTS section and PDF calendar link (/pdf/annual_calendar_ir_events.pdf) but no live dates rendered
1844,Brink's,https://investors.brinks.com/news-and-events/events,https://investors.brinks.com/news-and-events/events,found-tentative,IR events page exists; press release confirms Q2 2026 earnings Aug 5 2026 (fetch timed out)
630,Cable & Wireless Communications,https://investors.lla.com/fixed-income/?utm_source=,https://investors.lla.com/events-and-presentations/events/default.aspx,found-tentative,Liberty Latin America events page exists with year filter; events list JS-loaded (not rendered in fetch)
53487,Capital One,https://investor.capitalone.com/,https://investor.capitalone.com/,found-tentative,Main IR page for major US public issuer; events subpages timed out (JS-heavy) but IR page is canonical
57173,Charles Schwab,https://pressroom.aboutschwab.com/press-releases/default.aspx,https://pressroom.aboutschwab.com/press-releases/default.aspx,found-tentative,Schwab IR press room; alternate events subpages returned 403/404; keep press releases index as best public source
1597,Charter Communications,https://ir.charter.com/events-and-webcasts,https://ir.charter.com/events-and-webcasts,found-tentative,Canonical Charter IR events page; fetch timed out (JS-heavy widget) but URL is the official events calendar
58236,CMPC Investments,https://ir.cmpc.com/inicio?lang=es-CL,https://ir.cmpc.com/events,found-tentative,Events page URL exists per search results; page returned title only in fetch (JS-rendered)
1699,Commerzbank AG,https://investor-relations.commerzbank.com/financial-calendar,https://investor-relations.commerzbank.com/financial-calendar,found-tentative,Search confirms dedicated financial calendar page exists at current URL; SSL cert issue prevented direct fetch
57596,Con Edison,https://investor.conedison.com/press-releases?field_nir_news_date_value[min]=,https://investor.conedison.com/event-calendar,found-tentative,Dedicated event-calendar page exists; currently shows no events scheduled. Press releases confirm Mar 2026 investor meetings and Oct 7 webcast
57640,Controladora Mabe,https://mabe.cc/Inversionistas/Home,https://mabe.cc/investors,found-tentative,IR site exists at mabe.cc/investors; timeout on fetch prevented verification of calendar section
67820,Council of Europe Development Bank (CEB),https://coebank.org/en/investor-relations/,https://coebank.org/en/investor-relations/,found-tentative,"IR section with financial reporting, funding, ratings; Annual Meeting held annually in May but no dedicated forward calendar page"
68421,DAMAC,https://www.damacproperties.com/en/investor-relations/,https://www.damacproperties.com/en/investor-relations/,found-tentative,"IR portal blocks bots (403); search confirms IR section includes announcements, results, RNS, GDR price and financial calendar"
57900,Deutsche Post,https://www.deutschepost.de/en/p/presse-distribution.html,https://group.dhl.com/en/investors.html,found-tentative,"DHL Group IR site has full financial calendar; Q2 2026 released Aug 5 2026, Q1 Apr 30 2026, AGM Jul 8 2026, CMD Jul 8 2026"
58066,e.on,https://www.eon.com/en/investor-relations/events.html,https://www.eon.com/en/investor-relations/events.html,found-tentative,Events for Investors page confirmed in search results (Events; Presentations pages under IR); fetch returned 403 so calendar contents unverified
58095,EBRD,https://www.ebrd.com/home/corporate-and-investor-information.html,https://www.ebrd.com/home/corporate-and-investor-information.html,found-tentative,"Investor info page with funding, ratings, reports; Annual Meeting held each May (2025: London 13-15 May); no dedicated forward calendar"
667,Eir,https://www.eir.ie/investorrelations/dates/,https://www.eir.ie/investorrelations/dates/,found-tentative,Dedicated dates page exists for IR calendar; content behind approved-investor gating in some sections
58158,El Puerto de Liverpool,https://www.elpuertodeliverpool.mx/en/comunicados.html,https://elpuertodeliverpool.mx/en/,found-tentative,"IR site with quarterly results, press releases, IR calendar via BMV listing; Q2 2026 earnings call held"
58232,Electrica Guacolda,https://guacoldaenergia.cl/estados-financieros.html?utm_source=chatgpt.com,https://guacoldaenergia.cl/en/inversionistas/,found-tentative,Capital Advisors PE-owned; IR site with consolidated financial statements 2020-2023; no formal forward calendar
58208,Emirates Islamic Bank,https://www.emiratesislamic.ae/en/financial-information,https://www.emiratesislamic.ae/en/financial-information,found-tentative,"IR site with annual reports, investor presentations, quarterly results; 49th General Assembly Feb 24 2025; no dedicated forward calendar"
58210,Emirates NBD,https://www.emiratesnbd.com/en/investor-relations?cache=clear,https://www.emiratesnbd.com/en/investor-relations/calendar,found-tentative,"Dedicated Investor Calendar page exists (link confirmed); shareholder info includes conferences, results, events; page content sparse on public dates"
58194,Empresa Brasileira de Aeronautica S.A. (Embraer),https://ri.embraer.com.br/en/?_gl=1%2A1j04tau%2A_gcl_au%2AMTI1MTc4OTc3Ni4xNzUyODM3Nzgz,https://ri.embraer.com.br/en/events-e-news/events-calendar/,found-tentative,Events Calendar page with Future events / Past Events structure; search cites May 13 2026 investor presentation and Feb 2 2026 quarterly results
58277,Energy Transfer,https://ir.energytransfer.com/news-releases/news-release-details/energy-transfer-announces-fourth-quarter-and-full-year-2025,https://ir.energytransfer.com/events,found-tentative,Q3 2025 earnings call event page exists at /events/event-details/energy-transfer-q3-2025-earnings-conference-call/; main /events index likely lists upcoming
58298,Enterprise Products,https://ir.enterpriseproducts.com/presentations,https://ir.enterpriseproducts.com/investor-events,found-tentative,"Company participates in Citi Nat Resources (Aug 11 2026), TD Cowen Energy (Sep 24-25 2026), JPM Energy (Jun 23-24 2026) per news releases"
3017,EOLO,http://eolo.it/,https://investors.eolo.it/,found-tentative,Partners Group PE-owned since 2020; dedicated investors.eolo.it site exists but content sparse on calendar
1546,Fosun International,https://ri.fosun.com/en/investor-relations/ir-calendar/,https://en.fosun.com/investor-relations/ir-calendar/,found-tentative,Event Calendar heading present on IR page but content loads dynamically and was not captured; page structure exists
1128,Gildan,https://www.gildan.com/latinamerica/es/events,https://gildancorp.com/en/investors/events-and-presentations/,found-tentative,Corporate site (gildan.com/latinamerica) returned 403; investor events typically at gildancorp.com investor subdomain
2071,goeasy,https://www.goeasy.com/events/,https://investors.goeasy.com/events-and-presentations/upcoming-events,found-tentative,Search confirms dedicated Events Calendar page on investors subdomain; DNS resolution failed on fetch so upcoming events not directly verified
59108,Guotai Junan Securities,https://www.gtjai.com/en/ir_financial_calendar,https://www.gtjai.com/en/ir_financial_calendar,found-tentative,Calendar page exists at /en/ir_financial_calendar with Calendar heading but event details load dynamically and were not captured
59171,Hanwha,https://www.hanwha.com/newsroom/news/all.do,https://m.hanwhacorp.co.kr/eng/hanwha/investment/performance_report.do,found-tentative,Hanwha Corporation IR performance reports page; no dedicated calendar section visible
59403,Huatai Securities,https://www.htsc.com.cn/htzq/investor/en/presentations.jsp,https://www.htsc.com/en/ir/earnings-releases,found-tentative,Huatai Securities IR earnings releases page exists at htsc.com/en/ir; no dedicated calendar section identified
59477,Iberdrola,https://www.iberdrola.com/shareholders-investors/shareholders/shareholders-investors-calendar,https://www.iberdrola.com/shareholders-investors/shareholders/shareholders-investors-calendar,found-tentative,URL is Iberdrola's official IR calendar page but returns HTTP 403 to bot fetch; URL structure valid per company sitemap
59546,Imperial Brands,https://www.imperialbrandsplc.com/investor-hub/financial-calendar,https://www.imperialbrandsplc.com/investor-hub/financial-calendar,found-tentative,URL structure matches Imperial Brands documented financial calendar location but Cloudflare bot challenge blocks fetch; retain URL as canonical
