id,name,current_url,proposed_url,verdict,evidence
638,Center Parcs,https://corporate.centerparcs.co.uk/governance/regulatory-compliance/financial-statements.html#accordion-ad1aa62d6d-item-031cd1fded,https://corporate.centerparcs.co.uk/governance/regulatory-compliance/financial-statements.html,no-calendar-page,"PE-owned (Brookfield); page hosts historical financial statements only - no forward calendar"
1366,Centrient Pharmaceuticals,https://centrient.com/investor-relations,https://centrient.com/investor-relations,no-calendar-page,"PE-owned (Bain Capital); IR page publishes bondholder reports but no financial calendar"
1143,Ceramtec,https://www.ceramtec-group.com/en/company/investor-relations,https://www.ceramtec-group.com/en/company/investor-relations,no-calendar-page,"PE-owned (BC Partners/CPP); IR page has reports/presentations but no forward calendar"
640,Cerved,https://www.cerved.com/sq/bilanci-e-relazioni-finanziarie,https://www.cerved.com/sq/bilanci-e-relazioni-finanziarie,no-calendar-page,"PE-owned (ION Group since 2021); no public financial calendar - page lists past reports only"
57173,Charles Schwab,https://pressroom.aboutschwab.com/press-releases/default.aspx,https://pressroom.aboutschwab.com/press-releases/default.aspx,found-tentative,"Schwab IR press room; alternate events subpages returned 403/404; keep press releases index as best public source"
1597,Charter Communications,https://ir.charter.com/events-and-webcasts,https://ir.charter.com/events-and-webcasts,found-tentative,"Canonical Charter IR events page; fetch timed out (JS-heavy widget) but URL is the official events calendar"
57235,China Cinda Asset Management,https://www.cinda.com.hk/en/investor_relations.php,https://www.cinda.com.hk/en/investor_relations.php,no-calendar-page,"Chinese SOE IR page publishes announcements/reports; no dedicated financial calendar section"
57239,China Construction Bank,https://en.ccb.com/eng/investor/performancereports/annual_reports/index.shtml,https://en.ccb.com/eng/investor/performancereports/annual_reports/index.shtml,no-calendar-page,"CCB English IR only publishes annual/interim reports; no forward financial calendar"
57243,China Development Bank Leasing,http://www.cdb-leasing.com/tzzgx/xxpl/dqbg/,http://www.cdb-leasing.com/tzzgx/xxpl/dqbg/,no-calendar-page,"Chinese-language disclosure page; no English IR or financial calendar available"
57248,China Everbright Bank,https://www.cebbank.com/site/ceb_homepage33/investor_relations3/index.html,https://www.cebbank.com/site/ceb_homepage33/investor_relations3/index.html,no-calendar-page,"Chinese SOE bank IR page; no dedicated financial calendar published"
57263,China Huaneng,https://www.chng.com.cn/en/newsroom.html,https://www.chng.com.cn/en/newsroom.html,no-calendar-page,"State-owned power group; English newsroom lists press only - no financial calendar"
57384,China International Capital Corporation,https://www.cicc.com/investor/list_103_240_1.html,https://www.cicc.com/investor/list_103_240_1.html,no-calendar-page,"CICC IR announcements list; no calendar page with forward dates"
57285,China Minmetals,https://www.minmetals.com/english/,https://www.minmetals.com/english/,no-calendar-page,"State-owned metals conglomerate; English site has no IR calendar section"
57301,China Orient Asset Management,https://www.coamc.com/shzr/shzrhd/,https://www.coamc.com/shzr/shzrhd/,no-calendar-page,"Chinese AMC social-responsibility page; no English IR calendar exists"
57310,China Railway Construction Corporation,https://english.crcc.cn/col/col21617/index.html,https://english.crcc.cn/col/col21617/index.html,no-calendar-page,"CRCC English IR listing; no financial calendar with forward dates"
57329,China Three Gorges,https://www.ctg.com.cn/ctgenglish/about_ctg6/investor_relations63/index.html,https://www.ctg.com.cn/ctgenglish/about_ctg6/investor_relations63/index.html,no-calendar-page,"CTG English IR page; publishes reports/ratings only - no financial calendar"
57473,Clifford Capital,https://www.cliffordcapital.sg/investors,https://www.cliffordcapital.sg/investors,no-calendar-page,"Singapore infrastructure-debt platform; IR page hosts credit rating reports only - no financial calendar"
